word,code(s)
towel stretcher,occ2000-846
towel weaver,occ2000-841
tower attendant,occ2000-896
tower cleaner,occ2000-961
tower control operator,occ2000-904
tower crane operator,occ2000-951
tower director,occ2000-926
tower erector,occ2000-741
tower excavator operator,occ2000-952
tower loader operator,occ2000-951
tower operator,"occ2000-863, occ2000-926, occ2000-560"
tower supervisor,occ2000-770
tower switch operator,occ2000-926
tower watchman,"occ2000-926, occ2000-375"
towerman,"occ2000-896, occ2000-560, occ2000-375, occ2000-926"
towing,occ2000-931
towman,occ2000-913
town clerk,occ2000-043
town marshal,occ2000-385
township supervisor,occ2000-001
toxicologist,occ2000-165
toxicology teacher,occ2000-220
toy assembler,occ2000-775
toy assembly supervisor,occ2000-770
toy consultant,occ2000-476
toy designer,occ2000-263
toy electric train repairer,occ2000-762
toy mechanic,occ2000-762
toy packer,occ2000-964
toy painter,occ2000-881
toy parts former supervisor,occ2000-770
toy stuffer,occ2000-880
toy trains and accessories sales,occ2000-476
toys and games hand finisher,occ2000-896
toys inspector,occ2000-874
trace clerk,occ2000-586
tracer ,"occ2000-834, occ2000-154, occ2000-593"
tracer bullet section supervisor,occ2000-770
tracer clerk,occ2000-593
track,KZ-Music
track broom operator,occ2000-926
track car operator,occ2000-926
track dresser,occ2000-674
track fitter,occ2000-962
track greaser,occ2000-962
track grinder,occ2000-800
track grinder operator,occ2000-674
track inspector,occ2000-941
track laborer,occ2000-674
track layer,occ2000-674
track laying machine operator,occ2000-674
track laying supervisor,occ2000-620
track machine operator repairer,occ2000-674
track maintainer,occ2000-674
track mechanic,occ2000-674
track moving machine operator,occ2000-674
track patrol,occ2000-386
track repair laborer,occ2000-626
track repair supervisor,occ2000-620
track superintendent,occ2000-620
track supervisor,"occ2000-900, occ2000-620"
track surfacing machine operator,occ2000-674
track sweeper,occ2000-962
track switch repairer,occ2000-760
track walker,occ2000-962
track watchman,occ2000-386
track worker,"occ2000-962, occ2000-896"
trackless trolley driver,occ2000-912
trackman,occ2000-674
trackmobile operator,occ2000-926
tractor crane operator,occ2000-951
tractor distributor,occ2000-485
tractor driver ,"occ2000-605, occ2000-960"
tractor driver snaker,occ2000-960
tractor driver teamster,occ2000-960
tractor engine assembler,occ2000-773
tractor expert,occ2000-721
tractor mechanic apprentice,occ2000-721
tractor mechanic helper,occ2000-761
tractor operator helper,occ2000-605
"tractor operator--see ""tractor driver""",occ2000-
tractor sweeper operator,occ2000-915
tractor trailer driver,occ2000-913
tractor trailer mechanic,occ2000-721
tractor-trailer truck driver,occ2000-913
trade economist,occ2000-180
trade mark classifier,occ2000-056
trade show manager,163
trade show managers,163
trademark affixer,occ2000-881
trader,"occ2000-051, occ2000-482"
tradesman,occ2000-052
trading specialist,occ2000-482
traditional persian and caucasian music,naics-71
traffic agent,occ2000-484
traffic analyst,occ2000-942
traffic checker,occ2000-563
traffic chief,occ2000-043
traffic circuit engineer,occ2000-141
traffic clerk,"occ2000-560, occ2000-561"
traffic control operator,occ2000-924
traffic counter,occ2000-563
traffic court referee,occ2000-211
traffic div. commanding officer,occ2000-371
traffic engineer,"005, occ2000-153, occ2000-136, occ2000-141"
traffic engineers,005
traffic expert,occ2000-184
traffic inspector,occ2000-941
traffic lieutenant,occ2000-371
traffic line painter,occ2000-642
traffic maintenance supervisor,occ2000-620
traffic manager,"184, occ2000-016"
traffic managers,184
traffic observer,occ2000-501
traffic officer,occ2000-385
traffic operator,occ2000-501
traffic or system dispatcher,occ2000-552
traffic personnel supervisor,occ2000-062
traffic rate analyst,occ2000-143
traffic rate clerk,occ2000-511
traffic rate computer,occ2000-511
traffic recorder,occ2000-561
traffic representative,occ2000-484
traffic routing engineer,occ2000-141
traffic safety administrator,occ2000-016
traffic sergeant,occ2000-371
traffic sign supervisor,occ2000-620
traffic signal mechanic,occ2000-635
traffic signal technician,occ2000-635
traffic superintendent,occ2000-016
traffic supervisor,"occ2000-371, occ2000-016"
traffic technician,occ2000-942
trailer,"occ2000-923, occ2000-613"
trailer assembler,occ2000-775
trailer driver,occ2000-913
trailer mechanic,occ2000-721
trailer park manager,occ2000-041
trailer rental clerk,occ2000-474
trailer truck driver,occ2000-913
trailers and motor homes sales,occ2000-476
train announcer,occ2000-280
train attendant,occ2000-455
train brakeman,occ2000-923
train braker,occ2000-923
train caller,occ2000-280
train clerk,occ2000-542
train conductor,occ2000-924
train director,occ2000-926
train dispatcher,occ2000-552
train gateman,occ2000-394
train inspector,occ2000-941
train master,occ2000-016
train operator ,occ2000-443
train starter,occ2000-552
trained attendant,occ2000-360
trained practical nurse,occ2000-350
trainer,"occ2000-220, isco08-3422"
"trainer--see ""teacher""",occ2000-
training coordinator,occ2000-062
training director,occ2000-013
training manager,occ2000-013
training personnel supervisor,occ2000-062
training specialist,occ2000-062
trainman,"occ2000-923, occ2000-920"
trainmaster,occ2000-924
tram operator,"occ2000-952, occ2000-926"
trammer,occ2000-926
transcribing machine mechanic,occ2000-701
transcribing machine operator,occ2000-593
transcribing operators supervisor,occ2000-500
transcription manager,occ2000-043
transcription typist,occ2000-582
transfer car operator,occ2000-975
transfer clerk,occ2000-593
transfer controller,occ2000-956
transfer girl,occ2000-562
transfer knitter,occ2000-841
transfer machine operator,"occ2000-826, occ2000-812"
transfer man,"occ2000-975, occ2000-825, occ2000-016, occ2000-913"
transfer table operator,occ2000-926
transfer table operator helper,occ2000-926
transferrer,"occ2000-891, occ2000-896"
transformer,occ2000-772
transformer assembler,occ2000-772
transformer assembly supervisor,occ2000-770
transformer builder,occ2000-772
transformer maker,occ2000-772
transformer mechanic,occ2000-704
transformer repairer,occ2000-710
transformer shop supervisor,occ2000-770
transformer stock clerk,occ2000-561
transformer tester,occ2000-874
transfusion aide,occ2000-365
transistor tester,occ2000-874
transit clerk,occ2000-590
transit department clerk,occ2000-590
transit man ,occ2000-156
transit mix operator,occ2000-913
transit mixer driver,occ2000-913
transit mixer operator,occ2000-913
transit police,occ2000-386
transit proof machine operator,occ2000-590
translator,"occ2000-286, isco08-2643"
translators and interpreter,137
translators and interpreters,137
transmission engineer,"occ2000-290, occ2000-141"
transmission inspector,occ2000-874
transmission maintenance supervisor,occ2000-700
transmission man,occ2000-702
transmission operator,occ2000-290
transmission rebuilder,occ2000-720
transmission specialist,occ2000-720
transmission supervisor,occ2000-700
transmission tester,"occ2000-702, occ2000-874"
transmitter chief,occ2000-702
transmitter engineer,"occ2000-290, occ2000-141"
transmitter operator,occ2000-290
transonic engineer,occ2000-132
transplanter ,occ2000-605
transport driver,occ2000-913
transport pilot,occ2000-903
transport truck driver,occ2000-913
transportation agent,"occ2000-560, occ2000-541"
transportation clerk,occ2000-541
transportation economics teacher,occ2000-220
transportation engineer,"005, occ2000-136"
transportation engineers,005
transportation equipment painter,occ2000-881
transportation inspector,occ2000-941
transportation manager,occ2000-016
transportation supervisor,"occ2000-924, occ2000-912, occ2000-914, occ2000-900, occ2000-016"
transporter,occ2000-360
trap operator,occ2000-443
trap puller,occ2000-443
trap setter,occ2000-443
trapeze performer,occ2000-276
trapper ,occ2000-611
trash collector supervisor,occ2000-900
trash collector truck driver,occ2000-913
trash hauler,occ2000-913
travel agent,"252, occ2000-483"
travel agents,252
"travel agents, corporat",252
"travel agents, corporate",252
"travel agents, incentiv",252
"travel agents, incentive",252
travel clerk,occ2000-541
travel consultant,occ2000-483
travel counselor,occ2000-483
travel freight and passenger agent,occ2000-484
travel guide,"occ2000-454, occ2000-454"
travel information center supervisor,occ2000-500
travel trailer components assembler,occ2000-775
traveler changer,occ2000-846
travelers' aid worker,occ2000-202
travelift operator,occ2000-960
traveling accountant,occ2000-080
traveling auditor,occ2000-080
traveling buyer,occ2000-053
traveling engineer,occ2000-136
traveling freight agent,occ2000-484
traveling missionary,occ2000-206
traveling passenger agent,occ2000-455
traveling plant operator,occ2000-630
traveling repair accountant,occ2000-080
traveling representative,occ2000-202
traveling sales,"occ2000-485, occ2000-484"
traveling sales agent,occ2000-485
"traveling sales representative--see ""sales""",occ2000-
"traveling salesman--see ""sales""",occ2000-
traveling secretary,occ2000-202
"traveling serviceman--see ""mechanic""",occ2000-
traveling solicitor,occ2000-485
traveling storekeeper,occ2000-562
"traveling superintendent--see ""superintendent""",occ2000-
"traveling supervisor--see ""supervisor""",occ2000-
traverse rod assembler,occ2000-775
travograph operator,occ2000-814
trawler,occ2000-610
tray boy ,occ2000-896
tray casting machine operator,occ2000-872
tray checker,occ2000-511
tray filler,occ2000-963
tray line worker,occ2000-414
tray room worker,occ2000-414
tray service worker,occ2000-412
tray setter,occ2000-413
tread booker,occ2000-894
tread builder,occ2000-894
tread cutter,occ2000-871
treasurer,occ2000-012
"treasurer--see ""official""",occ2000-
"treasurer--see ""official"" secretary",occ2000-
treasury agent,occ2000-093
treasury secretary,"isco08-1112, isco08-1211"
treater,occ2000-864
treater helper,occ2000-895
treating and pumping supervisor,occ2000-770
treating engineer,occ2000-854
treating engineer helper,occ2000-895
treating machine operator,occ2000-896
treating plant supervisor,occ2000-770
treatment plant mechanic,occ2000-733
tree chipper,occ2000-612
tree climber,occ2000-612
"tree cutter--see ""timber cutter""",occ2000-
tree deadener,occ2000-612
tree doctor,occ2000-425
tree expert,"occ2000-196, occ2000-425"
tree girdler,occ2000-962
tree inspector,occ2000-601
tree killer,occ2000-612
tree marker,occ2000-613
tree planter,occ2000-612
"tree pruner--see ""tree trimmer""",occ2000-
tree sapper,occ2000-612
tree scout,occ2000-612
tree shear operator,occ2000-613
tree specialist,occ2000-425
"tree sprayer--see ""tree trimmer""",occ2000-
tree surgeon,occ2000-425
tree surgeon helper,occ2000-605
tree tapping laborer,"occ2000-605, occ2000-612"
tree trimmer,"occ2000-425, occ2000-612, occ2000-613"
tree trimmer helper,occ2000-425
tree trimming supervisor,occ2000-421
tree warden,occ2000-196
tree wrapper,"occ2000-605, occ2000-612"
treer,occ2000-834
trench digger,occ2000-660
trench pipe layer,occ2000-644
trench shovel operator,occ2000-952
trencher driver,occ2000-952
trenching machine operator,occ2000-952
trestle builder,occ2000-623
trestle mechanic,occ2000-623
trestleman,occ2000-962
trial examiner,occ2000-215
trial justice,occ2000-211
trial lawyer,occ2000-210
tribal council member,occ2000-003
tribal delegate,occ2000-003
tribal judge,occ2000-211
tribal leader,isco08-1113
trichologist,"occ2000-450, occ2000-451"
trick rodeo rider,occ2000-434
tricot knitter,occ2000-841
trigonometry teacher,"occ2000-232, occ2000-220, occ2000-234"
trim attacher,occ2000-775
trim carpenter,occ2000-623
trim installer,occ2000-775
trim line worker,occ2000-775
trim machine adjuster,occ2000-795
trim machine operator,occ2000-795
trim master operator,occ2000-840
trim mechanic,occ2000-715
trim saw operator,occ2000-853
trim sawyer,occ2000-853
trimmer ,"occ2000-896, occ2000-781, occ2000-962, occ2000-871, occ2000-871, occ2000-845, occ2000-853, occ2000-832, occ2000-871, occ2000-425, occ2000-421, occ2000-846, occ2000-425, occ2000-421, occ2000-263"
trimmer and borer machine operator,occ2000-854
trimmer helper,occ2000-895
trimmer loader,occ2000-962
trimmer machine operator,"occ2000-834, occ2000-871, occ2000-840, occ2000-795, occ2000-853"
trimmer operator,occ2000-871
trimmer punch press,occ2000-795
trimming caser,occ2000-834
trimming cutter,"occ2000-833, occ2000-871"
trimming machine operator,"occ2000-834, occ2000-871, occ2000-840, occ2000-795, occ2000-853"
trimming maker,occ2000-832
trinidad and tobago,naics-92
trinity parish,naics-81
trio,KZ-Music
trip charter,occ2000-541
trip follower,occ2000-593
trip motor operator,occ2000-920
trip rider,occ2000-923
tripe cooker,occ2000-785
tripe finisher,occ2000-781
tripe scraper,occ2000-781
tripe washer,occ2000-896
triple valve mechanic,occ2000-722
triple valve tester,occ2000-722
tripper,occ2000-963
troller,occ2000-610
trolley boy,occ2000-896
trolley car mechanic,occ2000-722
trolley car operator,occ2000-926
trolley car overhauler,occ2000-722
trolley cleaner,occ2000-961
trolley operator,"occ2000-926, occ2000-975"
trombone,KZ-Music
trombone slide assembler,occ2000-775
trombonist,"occ2000-275, isco08-2652"
trommel tender,occ2000-886
trooper,occ2000-385
trophy assembler,occ2000-775
trouble clerk,occ2000-524
trouble dispatcher,occ2000-552
trouble lineman,occ2000-741
trouble locater,occ2000-874
trouble operator,occ2000-502
trouble shooter,occ2000-734
trouble shooter ,"occ2000-722, occ2000-702, occ2000-874, occ2000-741, occ2000-720, occ2000-714, occ2000-803"
trouble shooting mechanic,occ2000-734
trouble tracer,occ2000-702
trousseau consultant,occ2000-496
truant officer,occ2000-202
truck and bus dispatcher,"249, 913"
truck and bus dispatchers,"249, 913"
truck body builder,occ2000-715
truck body builder apprentice,occ2000-715
truck body repairer,occ2000-715
truck bracer,occ2000-962
truck caterer,occ2000-495
truck chauffeur,occ2000-913
truck cleaner,occ2000-961
truck dispatcher,"occ2000-552, occ2000-552"
truck driver ,"occ2000-913, occ2000-374, occ2000-913, occ2000-613"
truck driver \ n.e.c.,occ2000-913
truck driver garbage collector,occ2000-913
truck driver helper,occ2000-962
truck driver rubbish collector,occ2000-913
truck driver sales,occ2000-913
truck driver teamster,occ2000-913
truck engine assembler,occ2000-773
truck farmer,occ2000-021
truck gardener,occ2000-021
truck greaser,occ2000-936
truck guard,occ2000-392
truck hop,occ2000-913
truck hopper,occ2000-913
truck jumper,occ2000-913
truck leasing manager,occ2000-471
truck loader and unloader,occ2000-962
truck mechanic,"occ2000-722, occ2000-721"
truck mechanic apprentice,"occ2000-722, occ2000-722, occ2000-721"
truck packer,occ2000-962
truck repair supervisor,occ2000-700
truck safety inspector,occ2000-941
truck sales,occ2000-476
truck spotter,occ2000-935
truck striker,occ2000-962
truck supervisor,occ2000-900
truck switcher,occ2000-913
truck terminal manager,184
truck terminal managers,184
truck trailer mechanic,occ2000-721
truck washer,occ2000-961
trucker,"occ2000-962, occ2000-913"
"trucker--see ""truck driver""",occ2000-
trucking,occ2000-913
trucking contractor,occ2000-016
truckman,"occ2000-962, occ2000-913, occ2000-975, occ2000-374"
trucksmith,"occ2000-722, occ2000-722"
truer,"occ2000-834, occ2000-775, occ2000-822"
truman administration,naics-92
trumpet,KZ-Music
trumpeter,occ2000-275
truss assembler,occ2000-775
truss builder,occ2000-854
truss maker,"occ2000-775, occ2000-832"
trust accounts supervisor,occ2000-500
trust evaluation supervisor,occ2000-084
trust mail clerk,occ2000-585
trust officer,occ2000-012
trust securities,occ2000-542
trust vault clerk,occ2000-542
trust vault custodian,occ2000-542
trustee,"occ2000-043, occ2000-041, isco08-112"
trustee of estate,occ2000-085
try on baster,occ2000-835
try out person,occ2000-874
tub mender,occ2000-762
tub operator,occ2000-896
tub puller,occ2000-593
tub rider,occ2000-923
tub tender,occ2000-836
tub washer,occ2000-961
tuba,KZ-Music
tubber,occ2000-886
tube bender machine,occ2000-795
tube blower,occ2000-961
tube buffer,occ2000-865
tube builder,occ2000-894
tube building machine operator,occ2000-894
tube carrier,occ2000-472
tube cleaner,occ2000-961
tube coater,occ2000-820
tube coverer,occ2000-846
tube cutter,"occ2000-871, occ2000-795"
tube cutter operator,occ2000-871
tube drawer,occ2000-792
tube former operator,occ2000-896
tube handler,occ2000-963
tube heater,occ2000-815
tube inspector,occ2000-874
tube knitter,occ2000-841
tube lancer,occ2000-873
tube machine operator,occ2000-896
tube machine operator helper,occ2000-895
tube maker,occ2000-896
tube man,occ2000-593
tube mounter,occ2000-775
tube operator,occ2000-585
tube pusher,occ2000-775
tube rebuilder,occ2000-772
tube repairer,occ2000-762
tube roller,"occ2000-896, occ2000-794"
tube room cashier,"occ2000-472, occ2000-472"
tube sizer operator,occ2000-871
tube skiver,occ2000-871
tube sorter,occ2000-874
tube splicer,occ2000-896
tube station attendant,occ2000-585
tube teller,occ2000-472
tube tester,occ2000-874
tube washer,occ2000-961
tube winder,occ2000-842
tube wrapper,occ2000-964
tuber,occ2000-896
tuber machine cutter,occ2000-871
tuber machine operator,occ2000-872
tuber machine operator helper,occ2000-895
tuber operator,occ2000-872
tuberculosis specialist,occ2000-306
tubing assembler,occ2000-771
tubing machine operator,occ2000-794
tubing oiler,occ2000-735
tubular riveter,occ2000-822
tuck pointer,occ2000-676
tuck pointer helper,occ2000-660
tucker,occ2000-832
tucking machine operator,occ2000-832
tuft machine operator,occ2000-846
tufter,occ2000-846
tufting machine operator,occ2000-846
tufting supervisor,occ2000-770
tugboat captain,occ2000-931
tugboat dispatcher,occ2000-552
tugboat engineer,occ2000-933
tugboat mate,occ2000-931
tugboat operator,occ2000-931
tugger operator,occ2000-956
tumbler,occ2000-276
tumbler machine operator helper,occ2000-895
tumbler operator,"occ2000-830, occ2000-896"
tumbler tender,occ2000-865
"tumbler--see ""tumbler operator""",occ2000-
tumblers supervisor,occ2000-770
tumbling and rolling supervisor,occ2000-770
tumbling barrel painter,occ2000-881
tumbling machine operator,occ2000-886
tungsten tender,occ2000-864
tunnel heading supervisor,occ2000-620
tunnel inspector,occ2000-941
tunnel kiln firer,occ2000-873
tunnel kiln operator,occ2000-873
tunnel kiln repairer,occ2000-622
tunnel man,"occ2000-683, occ2000-626"
tunnel mucker,occ2000-693
tunnel worker,occ2000-626
tunneling machine operator,occ2000-682
turbine assembler,occ2000-773
turbine blade assembler,occ2000-773
turbine engine assembler,occ2000-773
turbine mechanic,occ2000-733
turbine operator ,"occ2000-860, occ2000-861"
turbine room attendant,occ2000-860
turbo electric operator,"occ2000-860, occ2000-861"
turbo generator oiler,occ2000-735
turbo operator,"occ2000-860, occ2000-861"
turkey boner,occ2000-781
turkey picker,"occ2000-605, occ2000-896"
turkey pinner,"occ2000-605, occ2000-896"
turkey roll maker,occ2000-781
turn down man,occ2000-963
turn laster,occ2000-834
turn out,occ2000-896
turn sewer,occ2000-834
turn supervisor,occ2000-770
turner,occ2000-896
turner in,occ2000-834
turner off,occ2000-846
turning and beading machine operator,occ2000-810
turning machine operator,"occ2000-853, occ2000-801"
turning machine operator helper,occ2000-895
turning sander operator,occ2000-854
turnkey,occ2000-380
turnstile collector,occ2000-472
turntable engineer,occ2000-926
turntable man,occ2000-626
turntable operator,occ2000-443
turpentine distiller,occ2000-864
turpentine farmer,occ2000-600
turpentiner,occ2000-612
turret lathe machinist,occ2000-803
turret lathe operator,"occ2000-854, occ2000-801"
turret lathe set up operator,"occ2000-854, occ2000-801"
turret punch press operator,occ2000-795
tutor,occ2000-234
tutor teacher,occ2000-234
tv installer helper,occ2000-761
twenty-one dealer,occ2000-440
twist maker,occ2000-822
twist tester,occ2000-874
twister,"occ2000-842, occ2000-896"
twister frame tender,occ2000-842
twister hand,"occ2000-842, occ2000-896"
twister in,occ2000-842
twister operator,occ2000-842
twister tender,occ2000-842
twisting frame operator,occ2000-842
twisting machine operator,"occ2000-896, occ2000-822, occ2000-842, occ2000-963"
twisting operator,occ2000-842
twitchell operator,occ2000-896
two needle machine operator,occ2000-832
tying machine operator,occ2000-880
type caster,occ2000-826
type cutter,occ2000-871
type mapper,occ2000-196
type soldering machine tender,occ2000-814
typecasting machine operator,occ2000-825
typesetter,occ2000-825
typesetter apprentice,occ2000-825
typesetter-perforator operator,occ2000-581
typesetters printer,occ2000-825
typesetting and composing machine operator,occ2000-825
typesetting machine tender,occ2000-825
typesetting supervisor,occ2000-770
typewriter assembler,occ2000-772
typewriter mechanic,occ2000-701
typewriter repairer,occ2000-701
typewriter tester,occ2000-874
typing and bookkeeper,occ2000-512
typing and filing,occ2000-582
typing and shorthand,occ2000-593
typing bookkeeper,occ2000-512
typing policy writer,occ2000-582
typing pool supervisor,occ2000-500
typing secretary,occ2000-570
typing section chief,occ2000-500
typing teacher,"occ2000-232, occ2000-220, occ2000-234"
typist,occ2000-582
typists supervisor,occ2000-500
typo machine operator,occ2000-825
typographer,occ2000-825
u.p.s. clerk,occ2000-585
u.s. commissioner,occ2000-001
u.s. representative,occ2000-003
u.s. revenue officer,occ2000-093
u.s. senator,occ2000-003
uke driver,occ2000-960
uke operator,occ2000-960
ukulele,KZ-Music
ultrasonic equipment sales,occ2000-485
ultrasonic seaming machine operator,occ2000-832
ultrasonic solderer,occ2000-814
ultrasonic tester,"occ2000-874, occ2000-332"
ultrasonic welding machine operator,occ2000-814
ultrasound technician,occ2000-332
ultrasound technologist,occ2000-332
ultrasound tester,occ2000-332
umbrella cutter,occ2000-871
umbrella finisher,occ2000-846
umbrella frame maker,occ2000-775
umbrella mender,occ2000-762
umbrella supervisor,occ2000-770
umbrella tipper,occ2000-835
umpire,occ2000-272
under baster,"occ2000-832, occ2000-835"
under cutter,"occ2000-613, occ2000-684, occ2000-795"
under cutting machine operator,occ2000-795
under presser,occ2000-831
under seal operator,occ2000-881
under secretary,occ2000-002
under sheriff,occ2000-385
under trimmer,occ2000-834
undercoater,occ2000-881
undercollar maker,"occ2000-832, occ2000-835"
undercover agent,occ2000-391
undercover operator,occ2000-391
undergraduate nurse,occ2000-313
underground agent,occ2000-382
underground conduit installer,occ2000-741
underground electrician,occ2000-741
underground mine machinery mechanic,occ2000-733
underground supervisor,occ2000-620
underliner,"occ2000-832, occ2000-835"
undertaker,occ2000-032
undertaker assistant,occ2000-446
undertaker helper,occ2000-446
underwater hunter trapper,occ2000-610
underwear cutter,occ2000-835
underwear finisher,occ2000-832
underwear hemmer,occ2000-832
underwear maker,occ2000-832
underwear trimmer,occ2000-832
underwear welter,occ2000-832
underwriter,"169, 186"
underwriters,"169, 186"
underwriting clerk,occ2000-584
underwriting clerks supervisor,occ2000-500
unhairer,occ2000-871
unhairing machine operator,occ2000-871
uniform force captain,occ2000-371
uniform maker,occ2000-832
uniformer,occ2000-834
uniforms sales,occ2000-485
union business agent,187
union business agents,187
union contract representative,occ2000-062
union organizer,occ2000-062
union representative,occ2000-062
union steward,occ2000-062
unionmelt operator,occ2000-814
unisaw operator,occ2000-853
unishear operator,occ2000-871
unit clerk,occ2000-586
unit control clerk,occ2000-563
unit control worker,occ2000-563
unit controller,occ2000-563
unit director,occ2000-234
unit manager,occ2000-500
unit operator,"occ2000-860, occ2000-865"
unit tender,occ2000-865
united nations,naics-81
united states,naics-92
united states arms control and disarmament agency,naics-92
united states coast guard,naics-92
united states coast guard academy,naics-61
united states marshal,occ2000-385
united states negro leadership conference,naics-81
unitizer,occ2000-563
universal grinder operator,occ2000-800
universal winding machine operator,occ2000-822
university,"naics-61, naics-62"
university of california at berkeley,naics-61
university of manitoba,naics-61
unix system administrator,occ2000-110
unloader,occ2000-962
unloader operator,occ2000-960
unloading checker,occ2000-563
unscrambler,occ2000-963
"unskilled laborer--see ""laborer""",occ2000-
upfitter,occ2000-775
upholsterer,occ2000-845
upholsterer apprentice,occ2000-845
upholsterer helper,occ2000-895
upholstery and furniture repair sales,occ2000-484
upholstery auto trimmer,occ2000-845
upholstery cleaner,occ2000-962
upholstery covers inspector,occ2000-874
upholstery cutter,occ2000-845
upholstery dept. supervisor,occ2000-770
upholstery estimator,occ2000-560
upholstery inspector,occ2000-056
upholstery mechanic,occ2000-845
upholstery parts sorter,occ2000-874
upholstery repairer,occ2000-845
upholstery sewer,occ2000-832
upholstery trimmer,"occ2000-845, occ2000-845"
upkeep worker,occ2000-735
upper caser,occ2000-834
upper cutter,occ2000-833
upper doubler,occ2000-834
upper stitcher,occ2000-834
upper tier,occ2000-834
upset operator,occ2000-793
upsetter,occ2000-793
upsetting machine operator,occ2000-793
upstairs maid,occ2000-423
uptwister tender,occ2000-842
uranium processing supervisor,occ2000-770
urban and regional planner,199
urban and regional planners,199
urban planner,occ2000-184
urban planning teacher,occ2000-220
urologist,occ2000-306
urology teacher,occ2000-220
usability researcher,"018, 020"
usability researchers,"018, 020"
used car lot attendant,occ2000-936
used car lot porter,occ2000-961
used car make ready mechanic,occ2000-720
used car sales,occ2000-476
user support analyst,occ2000-104
usher,"344, occ2000-442"
ushers,344
utilities and maintenance supervisor,occ2000-700
utilities estimator and drafter,occ2000-154
utilities ground worker,occ2000-660
utilities manager,occ2000-043
utilities sales,occ2000-524
utility bag assembler,occ2000-775
utility bill complaints investigator,occ2000-524
utility clerk,occ2000-522
utility operator,"occ2000-812, occ2000-863"
utility teller,occ2000-516
utility tractor operator,occ2000-632
utility worker,"occ2000-830, occ2000-896, occ2000-694, occ2000-975, occ2000-422, occ2000-936, occ2000-586, occ2000-930"
utility worker driver,occ2000-914
utility worker electronics,occ2000-772
utilization engineer,occ2000-146
v belt builder,occ2000-896
v belt coverer,occ2000-896
v belt curer,occ2000-896
v belt finisher,occ2000-896
v belt skiver,occ2000-871
"v d --see ""venereal disease""",occ2000-
v groove cutter,occ2000-871
vaccinator,occ2000-605
vacuum applicator operator,occ2000-820
vacuum bottle assembler,occ2000-775
vacuum caster,occ2000-810
vacuum cleaner,occ2000-423
vacuum cleaner assembler,occ2000-772
vacuum cleaner mechanic,occ2000-732
vacuum cleaner repairer,occ2000-732
vacuum cleaners sales,occ2000-476
vacuum closing machine operator,occ2000-880
vacuum conditioner operator,occ2000-864
vacuum drier operator,"occ2000-846, occ2000-873"
vacuum drier tender,"occ2000-846, occ2000-873"
vacuum filter operator,occ2000-864
vacuum metalizer operator,occ2000-820
vacuum metalizing supervisor,occ2000-770
vacuum pan tender,occ2000-864
vacuum plastic forming machine operator,occ2000-810
vacuum system tester,occ2000-714
vacuum tank tender,occ2000-846
valance cutter,occ2000-840
valet,occ2000-465
valet parker,occ2000-935
valet services service attendant,occ2000-453
vallez filter operator,occ2000-864
valve fitter,occ2000-896
valve grinder,"occ2000-800, occ2000-730"
valve inserter,occ2000-896
valve machine operator,occ2000-893
valve maker,occ2000-773
valve mechanic,"occ2000-722, occ2000-730"
valve pipe irrigator,occ2000-605
valve repairer,"occ2000-722, occ2000-730"
valve seater operator,occ2000-796
valve setter,occ2000-773
valve tester,occ2000-874
valver,"occ2000-893, occ2000-896"
vamp creaser,occ2000-834
vamp cut out worker,occ2000-834
vamp liner,occ2000-834
vamp maker,occ2000-834
vamp marker,occ2000-834
vamp seamer,occ2000-834
vamp throater,occ2000-834
vamper,occ2000-834
van driver helper,occ2000-962
van loader,occ2000-962
vandyke machine operator,occ2000-832
vanstone machine operator,occ2000-810
vaporizer,occ2000-864
vaquero,occ2000-605
variety performer,occ2000-276
variety store sales,occ2000-476
varitype operator,occ2000-581
varitypist,occ2000-581
varnish filterer,occ2000-864
varnish finisher,occ2000-851
varnish inspector,occ2000-874
varnish maker,occ2000-873
varnish maker helper,occ2000-895
varnish melter,occ2000-873
varnish melter helper,occ2000-895
varnish mixer,occ2000-865
varnish remover,occ2000-896
varnish supervisor,occ2000-770
varnish thinner,occ2000-865
varnisher apprentice,occ2000-642
"varnisher--see ""painter""",occ2000-
varnishing machine operator,occ2000-881
varnishing unit tool setter,occ2000-896
vassar college board of trustees,
vat cleaner,occ2000-961
vat house laborer,occ2000-962
vat house supervisor,occ2000-770
vat operator,occ2000-896
vat skimmer,occ2000-785
vat tender,"occ2000-836, occ2000-896"
vat washer,occ2000-961
vaudeville,naics-71
vaudeville actor,occ2000-270
vaudevillian,isco08-2655
vault attendant,occ2000-542
vault cashier,occ2000-500
vault clerk,occ2000-542
vault custodian,"occ2000-830, occ2000-542"
vault keeper,occ2000-542
vault maker,occ2000-892
vault person,"occ2000-830, occ2000-542, occ2000-896, occ2000-962, occ2000-561"
vault service mechanic,occ2000-754
vault teller,occ2000-542
vector control specialist,occ2000-196
vegetable buncher,occ2000-604
vegetable canner,occ2000-880
vegetable cook,"occ2000-785, occ2000-402"
vegetable cutter,occ2000-871
vegetable farmer,"401–402, 404"
vegetable farmers,"401–402, 404"
vegetable farming supervisor,occ2000-600
vegetable grader,occ2000-604
vegetable handler,occ2000-962
vegetable harvest worker,occ2000-605
vegetable inspector,"occ2000-604, occ2000-601"
vegetable packer,occ2000-964
vegetable preparer,occ2000-896
vegetable sorter,occ2000-604
